iteration,input.1,input.0,irf.center,irf.width,irf.backsweep,kinetic.1,kinetic.2,kinetic.3,kinetic.4,kinetic.5,kinetic.6,kinetic.7,kinetic.8,area.1
0.0,1.0,0.0,-84.30120752837973,1.5799173359151812,13200.0,0.6931471805599453,-2.3025850929940455,-2.7745660061688637,-3.646091649119119,-2.849583108254643,-3.241780089399002,-2.0079534691554106,-8.724510846225375,1.0
0.0,1.0,0.0,-84.30120752837973,1.5799173359151812,13200.0,0.6931471805599453,-2.3025850929940455,-2.7745659648246095,-3.6460917034501183,-2.849583108254643,-3.241780089399002,-2.0079534691554106,-8.724510846225375,1.0
0.0,1.0,0.0,-84.30120752837973,1.5799173359151812,13200.0,0.6931471805599453,-2.3025850929940455,-2.7745659648246095,-3.646091649119119,-2.8495831507167404,-3.241780089399002,-2.0079534691554106,-8.724510846225375,1.0
0.0,1.0,0.0,-84.30120752837973,1.5799173359151812,13200.0,0.6931471805599453,-2.3025850929940455,-2.7745659648246095,-3.646091649119119,-2.849583108254643,-3.2417801377052897,-2.0079534691554106,-8.724510846225375,1.0
0.0,1.0,0.0,-84.30120752837973,1.5799173359151812,13200.0,0.6931471805599453,-2.3025850929940455,-2.7745659648246095,-3.646091649119119,-2.849583108254643,-3.241780089399002,-2.007953499076249,-8.724510846225375,1.0
0.0,1.0,0.0,-84.30120752837973,1.5799173359151812,13200.0,0.6931471805599453,-2.3025850929940455,-2.7745659648246095,-3.646091649119119,-2.849583108254643,-3.241780089399002,-2.0079534691554106,-8.724510976230716,1.0
1.0,1.0,0.0,-84.31191756037411,1.555041735933946,13200.0,0.6931471805599453,-2.3025850929940455,-2.764401916638452,-3.6125270457160266,-2.872379459574976,-3.2287389115241165,-2.020929438985726,-8.719387442943372,1.0
1.0,1.0,0.0,-84.31191881671958,1.555041735933946,13200.0,0.6931471805599453,-2.3025850929940455,-2.764401916638452,-3.6125270457160266,-2.872379459574976,-3.2287389115241165,-2.020929438985726,-8.719387442943372,1.0
1.0,1.0,0.0,-84.31191756037411,1.5550417591058734,13200.0,0.6931471805599453,-2.3025850929940455,-2.764401916638452,-3.6125270457160266,-2.872379459574976,-3.2287389115241165,-2.020929438985726,-8.719387442943372,1.0
1.0,1.0,0.0,-84.31191756037411,1.555041735933946,13200.0,0.6931471805599453,-2.3025850929940455,-2.7644019578312506,-3.6125270457160266,-2.872379459574976,-3.2287389115241165,-2.020929438985726,-8.719387442943372,1.0
1.0,1.0,0.0,-84.31191756037411,1.555041735933946,13200.0,0.6931471805599453,-2.3025850929940455,-2.764401916638452,-3.6125270995468743,-2.872379459574976,-3.2287389115241165,-2.020929438985726,-8.719387442943372,1.0
1.0,1.0,0.0,-84.31191756037411,1.555041735933946,13200.0,0.6931471805599453,-2.3025850929940455,-2.764401916638452,-3.6125270457160266,-2.872379502376765,-3.2287389115241165,-2.020929438985726,-8.719387442943372,1.0
1.0,1.0,0.0,-84.31191756037411,1.555041735933946,13200.0,0.6931471805599453,-2.3025850929940455,-2.764401916638452,-3.6125270457160266,-2.872379459574976,-3.2287389596360754,-2.020929438985726,-8.719387442943372,1.0
1.0,1.0,0.0,-84.31191756037411,1.555041735933946,13200.0,0.6931471805599453,-2.3025850929940455,-2.764401916638452,-3.6125270457160266,-2.872379459574976,-3.2287389115241165,-2.0209294690999213,-8.719387442943372,1.0
1.0,1.0,0.0,-84.31191756037411,1.555041735933946,13200.0,0.6931471805599453,-2.3025850929940455,-2.764401916638452,-3.6125270457160266,-2.872379459574976,-3.2287389115241165,-2.020929438985726,-8.71938757287237,1.0
2.0,1.0,0.0,-84.31130021800558,1.554145541209204,13200.0,0.6931471805599453,-2.3025850929940455,-2.763680988847399,-3.6078829083758706,-2.871057961355477,-3.2277737383347236,-2.0157990758360036,-8.720778119329198,1.0
2.0,1.0,0.0,-84.31130147434186,1.554145541209204,13200.0,0.6931471805599453,-2.3025850929940455,-2.763680988847399,-3.6078829083758706,-2.871057961355477,-3.2277737383347236,-2.0157990758360036,-8.720778119329198,1.0
2.0,1.0,0.0,-84.31130021800558,1.5541455643677773,13200.0,0.6931471805599453,-2.3025850929940455,-2.763680988847399,-3.6078829083758706,-2.871057961355477,-3.2277737383347236,-2.0157990758360036,-8.720778119329198,1.0
2.0,1.0,0.0,-84.31130021800558,1.554145541209204,13200.0,0.6931471805599453,-2.3025850929940455,-2.763681030029455,-3.6078829083758706,-2.871057961355477,-3.2277737383347236,-2.0157990758360036,-8.720778119329198,1.0
2.0,1.0,0.0,-84.31130021800558,1.554145541209204,13200.0,0.6931471805599453,-2.3025850929940455,-2.763680988847399,-3.6078829621375155,-2.871057961355477,-3.2277737383347236,-2.0157990758360036,-8.720778119329198,1.0
2.0,1.0,0.0,-84.31130021800558,1.554145541209204,13200.0,0.6931471805599453,-2.3025850929940455,-2.763680988847399,-3.6078829083758706,-2.8710580041375744,-3.2277737383347236,-2.0157990758360036,-8.720778119329198,1.0
2.0,1.0,0.0,-84.31130021800558,1.554145541209204,13200.0,0.6931471805599453,-2.3025850929940455,-2.763680988847399,-3.6078829083758706,-2.871057961355477,-3.2277737864323,-2.0157990758360036,-8.720778119329198,1.0
2.0,1.0,0.0,-84.31130021800558,1.554145541209204,13200.0,0.6931471805599453,-2.3025850929940455,-2.763680988847399,-3.6078829083758706,-2.871057961355477,-3.2277737383347236,-2.0157991058737506,-8.720778119329198,1.0
2.0,1.0,0.0,-84.31130021800558,1.554145541209204,13200.0,0.6931471805599453,-2.3025850929940455,-2.763680988847399,-3.6078829083758706,-2.871057961355477,-3.2277737383347236,-2.0157990758360036,-8.720778249278919,1.0
3.0,1.0,0.0,-84.31132909833718,1.554068200186694,13200.0,0.6931471805599453,-2.3025850929940455,-2.7636646449074056,-3.6068455914983573,-2.871541794321226,-3.227247434524414,-2.0154007290935048,-8.720751318973814,1.0
3.0,1.0,0.0,-84.31133035467388,1.554068200186694,13200.0,0.6931471805599453,-2.3025850929940455,-2.7636646449074056,-3.6068455914983573,-2.871541794321226,-3.227247434524414,-2.0154007290935048,-8.720751318973814,1.0
3.0,1.0,0.0,-84.31132909833718,1.5540682233441145,13200.0,0.6931471805599453,-2.3025850929940455,-2.7636646449074056,-3.6068455914983573,-2.871541794321226,-3.227247434524414,-2.0154007290935048,-8.720751318973814,1.0
3.0,1.0,0.0,-84.31132909833718,1.554068200186694,13200.0,0.6931471805599453,-2.3025850929940455,-2.763664686089218,-3.6068455914983573,-2.871541794321226,-3.227247434524414,-2.0154007290935048,-8.720751318973814,1.0
3.0,1.0,0.0,-84.31132909833718,1.554068200186694,13200.0,0.6931471805599453,-2.3025850929940455,-2.7636646449074056,-3.6068456452445448,-2.871541794321226,-3.227247434524414,-2.0154007290935048,-8.720751318973814,1.0
3.0,1.0,0.0,-84.31132909833718,1.554068200186694,13200.0,0.6931471805599453,-2.3025850929940455,-2.7636646449074056,-3.6068455914983573,-2.871541837110533,-3.227247434524414,-2.0154007290935048,-8.720751318973814,1.0
3.0,1.0,0.0,-84.31132909833718,1.554068200186694,13200.0,0.6931471805599453,-2.3025850929940455,-2.7636646449074056,-3.6068455914983573,-2.871541794321226,-3.2272474826141484,-2.0154007290935048,-8.720751318973814,1.0
3.0,1.0,0.0,-84.31132909833718,1.554068200186694,13200.0,0.6931471805599453,-2.3025850929940455,-2.7636646449074056,-3.6068455914983573,-2.871541794321226,-3.227247434524414,-2.015400759125316,-8.720751318973814,1.0
3.0,1.0,0.0,-84.31132909833718,1.554068200186694,13200.0,0.6931471805599453,-2.3025850929940455,-2.7636646449074056,-3.6068455914983573,-2.871541794321226,-3.227247434524414,-2.0154007290935048,-8.720751448923135,1.0
4.0,1.0,0.0,-84.31133524709601,1.5540575590226102,13200.0,0.6931471805599453,-2.3025850929940455,-2.7636671179060714,-3.6066987139202347,-2.8715839849529856,-3.2271956364379193,-2.015310922547494,-8.720779909554292,1.0
4.0,1.0,0.0,-84.31133650343281,1.5540575590226102,13200.0,0.6931471805599453,-2.3025850929940455,-2.7636671179060714,-3.6066987139202347,-2.8715839849529856,-3.2271956364379193,-2.015310922547494,-8.720779909554292,1.0
4.0,1.0,0.0,-84.31133524709601,1.5540575821798723,13200.0,0.6931471805599453,-2.3025850929940455,-2.7636671179060714,-3.6066987139202347,-2.8715839849529856,-3.2271956364379193,-2.015310922547494,-8.720779909554292,1.0
4.0,1.0,0.0,-84.31133524709601,1.5540575590226102,13200.0,0.6931471805599453,-2.3025850929940455,-2.7636671590879205,-3.6066987139202347,-2.8715839849529856,-3.2271956364379193,-2.015310922547494,-8.720779909554292,1.0
4.0,1.0,0.0,-84.31133524709601,1.5540575590226102,13200.0,0.6931471805599453,-2.3025850929940455,-2.7636671179060714,-3.6066987676642337,-2.8715839849529856,-3.2271956364379193,-2.015310922547494,-8.720779909554292,1.0
4.0,1.0,0.0,-84.31133524709601,1.5540575590226102,13200.0,0.6931471805599453,-2.3025850929940455,-2.7636671179060714,-3.6066987139202347,-2.8715840277429217,-3.2271956364379193,-2.015310922547494,-8.720779909554292,1.0
4.0,1.0,0.0,-84.31133524709601,1.5540575590226102,13200.0,0.6931471805599453,-2.3025850929940455,-2.7636671179060714,-3.6066987139202347,-2.8715839849529856,-3.227195684526882,-2.015310922547494,-8.720779909554292,1.0
4.0,1.0,0.0,-84.31133524709601,1.5540575590226102,13200.0,0.6931471805599453,-2.3025850929940455,-2.7636671179060714,-3.6066987139202347,-2.8715839849529856,-3.2271956364379193,-2.0153109525779667,-8.720779909554292,1.0
4.0,1.0,0.0,-84.31133524709601,1.5540575590226102,13200.0,0.6931471805599453,-2.3025850929940455,-2.7636671179060714,-3.6066987139202347,-2.8715839849529856,-3.2271956364379193,-2.015310922547494,-8.720780039504039,1.0
5.0,1.0,0.0,-84.31133524709601,1.5540575590226102,13200.0,0.6931471805599453,-2.3025850929940455,-2.7636671179060714,-3.6066987139202347,-2.8715839849529856,-3.2271956364379193,-2.015310922547494,-8.720779909554292,1.0
